name,MRR@10,NDCG@10,Recall@10,Recall@100,Precision@10,Latency (ms),lambda
Hybrid (λ=0.1),0.49190869330188197,0.2933393334049856,0.14262698014665573,0.28577109112184973,0.21609907120743047,12.454077186230165,0.1
Hybrid (λ=0.3),0.5147120251609414,0.30681674058260033,0.14785365787679203,0.28577109112184973,0.22507739938080487,10.96052281996783,0.3
Hybrid (λ=0.5),0.5314597768932134,0.3204597537617847,0.15252601054834103,0.2892937457010942,0.23777089783281716,10.47847071668312,0.5
Hybrid (λ=0.7),0.5496191459039756,0.3378347475935599,0.1601984902427604,0.3241485870572335,0.2538699690402476,10.072727321471223,0.7
Hybrid (λ=0.9),0.5595594378102117,0.3507038013694963,0.16567964123684678,0.3594025345676692,0.2696594427244581,10.411520860512558,0.9
