name,MRR@10,NDCG@10,Recall@10,Recall@100,Precision@10,Latency (ms)
Full Fine-Tuning,0.5043896505970809,0.3106726793280206,0.15058949772949448,0.35161337018550504,0.2532507739938078,1.9782386697113699
LoRA Fine-Tuning,0.4491068357167428,0.2692747133298934,0.13087402194143127,0.27920507800751054,0.2111455108359134,1.9952490602853499
